Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2006/8/22,377.7341,379.26,374.84,378.29,8319800,0,1,189.4518698,190.2171822,188.000339,189.7306804,8319800
2006/8/23,377.64,378.27,372.66,373.43,7277300,0,1,189.4046741,189.7206495,186.9069639,187.293156,7277300
2006/8/24,374.44,376.4,372.26,373.73,6958000,0,1,187.7997197,188.7827543,186.7063446,187.4436205,6958000
2006/8/25,373.08,375.32,372.5,373.26,4928400,0,1,187.1176141,188.2410822,186.8267162,187.2078928,4928400
2006/8/28,375.61,380.95,375,380.95,8319600,0,1,188.3865312,191.0647987,188.0805868,191.0647987,8319600
2006/8/29,380.78,382.32,377.2,378.95,8911000,0,1,190.9795355,191.7519198,189.1839929,190.0617023,8911000
2006/8/30,379.21,384.65,378.51,380.75,8080700,0,1,190.1921048,192.9205272,189.841021,190.9644891,8080700
2006/8/31,381.4941,382.15,378.2,378.53,5913800,0,1,191.3376911,191.6666566,189.6855411,189.851052,5913800
2006/9/1,380.995,381.28,377.19,378.6,5340400,0,1,191.0873684,191.2303096,189.1789774,189.8861604,5340400
2006/9/5,379.87,385.4,377.44,384.36,8140400,0,1,190.5231266,193.2966884,189.3043644,192.7750782,8140400
2006/9/6,382.1,383.19,379.66,380.14,7440700,0,1,191.6415792,192.1882668,190.4178015,190.6585447,7440700
2006/9/7,379.39,381.75,377.4,378.49,7676300,0,1,190.2823835,191.4660373,189.2843025,189.8309901,7676300
2006/9/8,376.72,380.79,376.72,377.85,6160600,0,1,188.9432497,190.984551,188.9432497,189.5099992,6160600
2006/9/11,378.26,384.69,377.77,384.09,9049300,0,1,189.715634,192.9405891,189.4698754,192.6396602,9049300
2006/9/12,385,392.73,384.88,391.9,10873500,0,1,193.0960691,196.9730369,193.0358833,196.5567519,10873500
2006/9/13,395.15,406.76,395.1,406.57,19516800,0,1,198.1867836,204.0097586,198.1617062,203.9144644,19516800
2006/9/14,404.3,406.28,401.93,403.98,10721400,0,1,202.7759499,203.7690154,201.5872806,202.6154545,10721400
2006/9/15,407.48,410.05,406.74,409.88,15660700,0,1,204.3708733,205.6598523,203.9997276,205.5745891,15660700
2006/9/18,410,418.69,409.47,414.69,14199100,0,1,205.6347749,209.993229,205.3689543,207.9870361,14199100
2006/9/19,415.46,415.49,392.74,403.81,28557200,0,1,208.3732282,208.3882746,196.9780524,202.5301913,28557200
2006/9/20,407.1,407.39,394.62,397,18277300,0,1,204.180285,204.325734,197.9209631,199.1146478,18277300
2006/9/21,400.3,408.45,399.86,406.85,21362800,0,1,200.769757,204.8573751,200.5490758,204.0548979,21362800
2006/9/22,404.98,407.45,401.36,403.78,9289900,0,1,203.1170027,204.3558269,201.3013981,202.5151449,9289900
2006/9/25,405.58,409.45,402.5,403.98,11463100,0,1,203.4179317,205.3589233,201.8731631,202.6154545,11463100
2006/9/26,405.5,407.68,401.77,406.87,10568200,0,1,203.3778078,204.471183,201.5070329,204.0649289,10568200
2006/9/27,406.3,411.22,402.37,402.92,11741600,0,1,203.7790464,206.2466637,201.8079618,202.0838134,11741600
2006/9/28,404.08,406.98,400.54,403.58,10204500,0,1,202.6656093,204.1200992,200.8901286,202.4148352,10204500
2006/9/29,405.125,405.62,401.41,401.9,6615100,0,1,203.1897272,203.4379936,201.3264755,201.5722342,6615100
2006/10/2,401.9,406,400.8,401.44,7296400,0,1,201.5722342,203.6285819,201.0205311,201.341522,7296400
2006/10/3,401.29,406.46,398.19,404.04,10918400,0,1,201.2662898,203.8592941,199.7114902,202.6455474,10918400
2006/10/4,404.97,415.77,403.05,415.7,13310200,0,1,203.1119872,208.5287081,202.1490146,208.4935998,13310200
2006/10/5,414.7,418.24,410.86,411.81,11568000,0,1,207.9920515,209.7675323,206.0661063,206.5425771,11568000
2006/10/6,410.22,421.91,409.7501,420.5,14658300,0,1,205.7451155,211.6082143,205.5094379,210.9010313,14658300
2006/10/9,424.8,431.95,423.42,429,15151400,0,1,213.0576887,216.6437585,212.3655521,215.1641912,15151400
2006/10/10,431.56,437.85,422.39,426.65,19557600,0,1,216.4481547,219.6028931,211.8489574,213.9855529,19557600
2006/10/11,425.02,429.91,423.76,426.5,11259500,0,1,213.1680293,215.6206001,212.5360785,213.9103207,11259500
2006/10/12,428.56,429.68,424,427.44,9678300,0,1,214.94351,215.505244,212.6564501,214.381776,9678300
2006/10/13,427.76,429.5,425.56,427.3,7237700,0,1,214.5422714,215.4149654,213.4388653,214.3115593,7237700
2006/10/16,427.7,429.2,421.34,421.75,8630100,0,1,214.5121785,215.2645009,211.3223318,211.5279666,8630100
2006/10/17,420.3,423.75,416.702,420.64,10411500,0,1,210.8007216,212.531063,208.9961511,210.971248,10411500
2006/10/18,422.995,424.75,417.5,419.31,12022500,0,1,212.1523941,213.0326113,209.3963866,210.3041889,12022500
2006/10/19,420.23,454.91,419.57,426.06,22983900,0,1,210.7656133,228.1593059,210.4345914,213.6896394,22983900
2006/10/20,458.99,460.1,453.59,459.67,23272500,0,1,230.2056227,230.7623412,227.4972623,230.5466755,23272500
2006/10/23,462.28,484.64,460.37,480.78,30178700,0,1,231.8557164,243.0703348,230.8977593,241.1343587,30178700
2006/10/24,476.28,477.86,471.41,473.31,17303000,0,1,238.8773916,239.6698378,236.4348517,237.3877934,17303000
2006/10/25,477.49,488.5,475.11,486.601,18356600,0,1,239.484265,245.006311,238.2905802,244.0538709,18356600
2006/10/26,487.68,491.96,484.2,485.1,14049300,0,1,244.5950415,246.7416679,242.8496536,243.301047,14049300
2006/10/27,483.901,485.24,472.49,475.2,13194700,0,1,242.6996907,243.3712638,236.9765238,238.3357195,13194700
2006/10/30,474.82,480.46,470.01,476.57,13113000,0,1,238.1451312,240.9738632,235.7326842,239.0228406,13113000
2006/10/31,478.06,482.16,473.84,476.39,12558200,0,1,239.7701475,241.8264952,237.6536139,238.9325619,12558200
2006/11/1,478.755,479.13,465.26,467.5,10841700,0,1,240.1187235,240.3068041,233.3503301,234.4737982,10841700
2006/11/2,467.5,473.73,466.38,469.91,10462900,0,1,234.4737982,237.5984436,233.9120641,235.6825294,10462900
2006/11/3,472.23,473.75,465.0615,471.798,9805500,0,1,236.8461213,237.6084746,233.2507728,236.6294525,9805500
2006/11/6,473.77,479.66,472.33,476.95,9973000,0,1,237.6185056,240.5726246,236.8962761,239.2134289,9973000
2006/11/7,476.955,479.02,471.77,472.57,9784400,0,1,239.2159367,240.2516338,236.6154091,237.0166477,9784400
2006/11/8,470.35,481.74,468.6,475,15914000,0,1,235.9032106,241.615845,235.0255012,238.2354099,15914000
2006/11/9,476.5,479.49,471.86,472.63,9748600,0,1,238.9877322,240.4873614,236.6605484,237.0467406,9748600
2006/11/10,473.78,474.72,470.29,473.55,5587800,0,1,237.623521,238.0949764,235.8731177,237.508165,5587800
2006/11/13,474.9,481.17,474.14,481.03,8675100,0,1,238.1852551,241.3299625,237.8040784,241.2597457,8675100
2006/11/14,480.7,489.95,480.5,489.3,14432300,0,1,241.0942348,245.7335559,240.9939252,245.4075496,14432300
2006/11/15,493.43,499.85,491.93,491.93,16724600,0,1,247.4789438,250.6988834,246.7266214,246.7266214,16724600
2006/11/16,495,497.68,492.56,495.9,10175000,0,1,248.2663745,249.6105238,247.0425968,248.7177679,10175000
2006/11/17,493.25,499.66,493,498.79,11010900,0,1,247.3886651,250.6035893,247.2632781,250.1672423,11010900
2006/11/20,498.4,498.4,492.65,495.05,10238700,0,1,249.9716385,249.9716385,247.0877362,248.2914519,10238700
2006/11/21,496.54,510,495.83,509.65,16838100,0,1,249.0387588,255.789598,248.6826595,255.6140561,16838100
2006/11/22,510.97,513,505.78,508.01,8992300,0,1,256.2760998,257.2942427,253.6730644,254.791517,8992300
2006/11/24,504.5,507.5,504,505,3461900,0,1,253.0310827,254.5357274,252.7803086,253.2818568,3461900
2006/11/27,501.37,501.78,484.75,484.75,14634700,0,1,251.4612367,251.6668715,243.1255051,243.1255051,14634700
2006/11/28,481.13,489.86,477.03,489.5,15579600,0,1,241.3099005,245.6884166,239.2535528,245.5078592,15579600
2006/11/29,494.24,494.74,482.25,484.65,12617900,0,1,247.8851979,248.135972,241.8716346,243.0753503,12617900
2006/11/30,484.19,490.4,481.55,484.81,11143800,0,1,242.8446381,245.9592527,241.5205508,243.155598,11143800
2006/12/1,485.98,488.39,478.5,480.8,11251500,0,1,243.7424095,244.9511407,239.9908287,241.1443896,11251500
2006/12/4,483,487.43,479.35,484.85,9790000,0,1,242.2477957,244.4696544,240.4171447,243.17566,9790000
2006/12/5,487.4,489.44,484.89,487,8197700,0,1,244.454608,245.4777663,243.1957219,244.2539887,8197700
2006/12/6,486.96,492.4,484.52,488.71,8891600,0,1,244.2339267,246.9623491,243.0101491,245.1116361,8891600
2006/12/7,490.23,491.8,482.42,482.64,9319200,0,1,245.8739895,246.6614202,241.9568978,242.0672384,9319200
2006/12/8,481.94,488.6,480,484.11,7941800,0,1,241.7161546,245.0564658,240.743151,242.8045143,7941800
2006/12/11,484.92,488.9,483.8,483.93,6520200,0,1,243.2107683,245.2069303,242.6490343,242.7142356,6520200
2006/12/12,483.85,486.36,480.28,481.78,8353600,0,1,242.6741117,243.9329978,240.8835845,241.6359069,8353600
2006/12/13,484.69,485.5,477.02,478.99,9314800,0,1,243.0954122,243.5016663,239.2485373,240.2365873,9314800
2006/12/14,480.25,483.75,477.26,482.12,9488300,0,1,240.8685381,242.6239569,239.3689089,241.8064333,9488300
2006/12/15,482.635,484.11,479.84,480.3,10371200,0,1,242.0647306,242.8045143,240.6629033,240.8936155,10371200
2006/12/18,482.505,482.74,460.72,462.8,16017100,0,1,241.9995294,242.1173932,231.0733011,232.1165215,16017100
2006/12/19,461.72,469.31,458.5,468.63,13160800,0,1,231.5748494,235.3816005,229.9598641,235.0405477,13160800
2006/12/20,470,471.5,462.33,462.9,8726800,0,1,235.7276687,236.4799911,231.8807938,232.1666763,8726800
2006/12/21,464.185,465.25,452.3405,456.2,13892600,0,1,232.8111658,233.3453146,226.8705777,228.8063031,13892600
2006/12/22,457.5,458.64,452.73,455.58,7968600,0,1,229.4583158,230.0300808,227.0659308,228.4953432,7968600
2006/12/26,456.52,459.47,454.59,457.53,4144400,0,1,228.9667986,230.4463659,227.9988105,229.4733623,4144400
2006/12/27,460,468.08,459.1,468.03,8454500,0,1,230.7121864,234.7646961,230.260793,234.7396187,8454500
2006/12/28,467.12,468.58,462.25,462.56,6226100,0,1,234.2832098,235.0154702,231.8406699,231.9961499,6226100
2006/12/29,462.1,464.47,459.86,460.48,5113200,0,1,231.7654377,232.954107,230.6419697,230.9529296,5113200
2007/1/3,466,476.66,461.11,467.59,15397500,0,1,233.7214758,239.06798,231.268905,234.5189375,15397500
2007/1/4,469,483.95,468.35,483.26,15759400,0,1,235.2261205,242.7242666,234.9001141,242.3781983,15759400
2007/1/5,482.5,487.5,478.11,487.19,13730400,0,1,241.9970216,244.5047628,239.7952249,244.3492828,13730400
2007/1/8,487.69,489.87,482.2,483.58,9499200,0,1,244.6000569,245.6934321,241.8465572,242.5386937,9499200
2007/1/9,485.45,488.25,481.2,485.5,10752000,0,1,243.4765889,244.880924,241.3450089,243.5016663,10752000
2007/1/10,484.43,493.55,482.04,489.46,11925000,0,1,242.9650097,247.5391296,241.7663094,245.4877973,11925000
2007/1/11,497.2,501.75,496.18,499.72,14401900,0,1,249.3697806,251.6518251,248.8582014,250.6336822,14401900
2007/1/12,501.99,505,500,505,8938400,0,1,251.7721967,253.2818568,250.7741157,253.2818568,8938400
2007/1/16,507.55,513,503.3,504.28,15122600,0,1,254.5608048,257.2942427,252.4292248,252.9207421,15122600
2007/1/17,503.395,507.77,494.38,497.28,13384800,0,1,252.4768719,254.6711454,247.9554146,249.4099045,13384800
2007/1/18,494.52,496.48,487.43,487.83,11852100,0,1,248.0256314,249.0086659,244.4696544,244.6702737,11852100
2007/1/19,487.98,490.76,486.74,489.75,9946600,0,1,244.7455059,246.13981,244.1235861,245.6332463,9946600
2007/1/22,492.5,492.65,478.5,480.84,10797700,0,1,247.0125039,247.0877362,239.9908287,241.1644516,10797700
2007/1/23,480.79,484.75,477.29,479.05,9321600,0,1,241.1393741,243.1255051,239.3839553,240.2666802,9321600
2007/1/24,484.445,499.54,483.29,499.07,12106400,0,1,242.9725329,250.5434035,242.3932447,250.3076758,12106400
2007/1/25,501,504.5,485.66,488.09,12724200,0,1,251.2756639,253.0310827,243.581914,244.8006762,12724200
2007/1/26,490.93,497.9,487.03,495.84,10982000,0,1,246.2250732,249.7208644,244.2690351,248.687675,10982000
2007/1/29,498,498.75,490.5,492.47,9541800,0,1,249.7710192,250.1471804,246.0094075,246.9974575,9541800
2007/1/30,494,498,491.22,494.32,8352600,0,1,247.7648263,249.7710192,246.3705222,247.9253217,8352600
2007/1/31,496.49,505,495.51,501.5,24387700,0,1,249.0136814,253.2818568,248.5221641,251.526438,24387700
2007/2/1,506,506.01,481.53,481.75,31286000,0,1,253.7834051,253.7884205,241.5105198,241.6208604,31286000
2007/2/2,482.61,485,477.81,481.5,12560400,0,1,242.0521919,243.2508922,239.6447604,241.4954734,12560400
2007/2/5,477.5,478,466.19,467.16,14399300,0,1,239.4892805,239.7400546,233.81677,234.3032718,14399300
2007/2/6,468.1,473.3,467.26,471.48,10633100,0,1,234.7747271,237.3827779,234.3534266,236.4699601,10633100
2007/2/7,473.82,474.35,468.78,470.01,8231300,0,1,237.643583,237.9094035,235.1157799,235.7326842,8231300
2007/2/8,468.05,473.75,465.15,471.03,8145200,0,1,234.7496497,237.6084746,233.2951598,236.2442634,8145200
2007/2/9,471.65,472.68,461.5,461.89,9707400,0,1,236.5552233,237.071818,231.4645088,231.6601126,9707400
2007/2/12,460.68,462.39,455.02,458.29,11497400,0,1,231.0532392,231.9108867,228.2144762,229.8545389,11497400
2007/2/13,459.155,462.78,457.26,459.1,8117000,0,1,230.2883782,232.1064905,229.3379443,230.260793,8117000
2007/2/14,460,469.13,459.22,465.93,11386200,0,1,230.7121864,235.2913218,230.3209788,233.6863674,11386200
2007/2/15,466,466.13,460.72,461.47,8076700,0,1,233.7214758,233.7866771,231.0733011,231.4494623,8076700
2007/2/16,462.8,470.15,462.06,469.94,12341600,0,1,232.1165215,235.802901,231.7453758,235.6975758,12341600
2007/2/20,468.47,472.75,464.71,472.1,8127000,0,1,234.9602999,237.1069264,233.0744786,236.78092,8127000
2007/2/21,469.84,478.68,467.74,475.86,11269900,0,1,235.647421,240.0811074,234.5941697,238.6667414,11269900
2007/2/22,478.69,484.24,474.39,475.85,11476300,0,1,240.0861229,242.8697155,237.9294655,238.6617259,11476300
2007/2/23,475.75,476.95,467.8,470.62,7757400,0,1,238.6115711,239.2134289,234.6242626,236.0386286,7757400
2007/2/26,472.83,475.25,463.75,464.93,7931800,0,1,237.1470502,238.3607969,232.5929923,233.1848192,7931800
2007/2/27,455,459.8,447.17,448.77,18606900,0,1,228.2044453,230.6118768,224.2773226,225.0797998,18606900
2007/2/28,450.41,453.67,443.04,449.45,16048500,0,1,225.9023389,227.5373861,222.2059284,225.4208526,16048500
2007/3/1,442.67,452.42,440,448.23,17353000,0,1,222.0203556,226.9104508,220.6812218,224.8089637,17353000
2007/3/2,445.11,448.7,438.68,438.68,13154000,0,1,223.2441333,225.0446914,220.0191781,220.0191781,13154000
2007/3/5,437.02,445.5,437,440.945,12697400,0,1,219.1866081,223.4397371,219.1765771,221.1551849,12697400
2007/3/6,447.47,459,447.38,457.55,15052300,0,1,224.4277871,230.2106382,224.3826477,229.4833933,15052300
2007/3/7,462.69,463.14,454.29,455.64,13055100,0,1,232.0613512,232.2870479,227.848346,228.5254361,13055100
2007/3/8,459.22,465.5,454.1,454.72,10714800,0,1,230.3209788,233.4707017,227.7530519,228.0640118,10714800
2007/3/9,458,458.4,450.1,452.96,9945400,0,1,229.70909,229.9097092,225.7468589,227.1812869,9945400
2007/3/12,452.57,455.25,451.11,454.75,6923800,0,1,226.9856831,228.3298323,226.2534226,228.0790582,6923800
2007/3/13,450.11,451.93,442.83,443.03,12741800,0,1,225.7518744,226.6646922,222.1006033,222.2009129,12741800
2007/3/14,443.23,448.66,439,448,16017700,0,1,222.3012226,225.0246295,220.1796736,224.6936076,16017700
2007/3/15,447.86,449.822,443.94,446.19,7880500,0,1,224.6233909,225.6074285,222.6573218,223.7858053,7880500
2007/3/16,445.65,446.7,439.89,440.85,11306800,0,1,223.5149693,224.0415949,220.6260515,221.1075378,11306800
2007/3/19,443.25,448.5,440.63,447.23,10385000,0,1,222.3112535,224.9443818,220.9971972,224.3074155,10385000
2007/3/20,445.79,447.6,443.6,445.28,6836100,0,1,223.5851861,224.4929883,222.4867954,223.3293965,6836100
2007/3/21,445.3,456.57,445.215,456.55,11585000,0,1,223.3394274,228.991876,223.2967958,228.981845,11585000
2007/3/22,455.61,462.17,452.53,462.04,11350000,0,1,228.5103897,231.8005461,226.9656211,231.7353448,11350000
2007/3/23,461.45,463.39,457.08,461.83,8214300,0,1,231.4394314,232.4124349,229.2476656,231.6300197,8214300
2007/3/26,460.55,465,455.62,465,9411100,0,1,230.9880379,233.2199276,228.5154052,233.2199276,9411100
2007/3/27,463.55,465.23,460.34,463.62,7474900,0,1,232.4926826,233.3352837,230.8827128,232.527791,7474900
2007/3/28,461.87,465.44,460.15,461.88,9174000,0,1,231.6500816,233.4406088,230.7874187,231.6550971,9174000
2007/3/29,464.55,466,455,460.92,7969000,0,1,232.9942309,233.7214758,228.2044453,231.1736108,7969000
2007/3/30,462.1,463.4,456.14,458.16,6753600,0,1,231.7654377,232.4174504,228.7762102,229.7893377,6753600
2007/4/2,457.76,458.53,452.12,458.53,6890100,0,1,229.5887184,229.9749105,226.7599864,229.9749105,6890100
2007/4/3,464.05,474.25,464,472.6,12990500,0,1,232.7434568,237.8592487,232.7183793,237.0316941,12990500
2007/4/4,472.14,473,469.58,471.02,7550000,0,1,236.8009819,237.2323134,235.5170185,236.2392479,7550000
2007/4/5,471.3,472.09,469.62,471.51,5426100,0,1,236.3796814,236.7759045,235.5370804,236.4850066,5426100
2007/4/9,472.98,473,465.59,468.21,6118000,0,1,237.2222825,237.2323134,233.515841,234.8298974,6118000
2007/4/10,467.09,470.79,465.16,466.5,5952600,0,1,234.2681634,236.1238918,233.3001753,233.9722499,5952600
2007/4/11,466.06,469.4,462.61,464.53,7616300,0,1,233.7515687,235.4267398,232.0212273,232.9841999,7616300
2007/4/12,464,468,462.24,467.39,5410300,0,1,232.7183793,234.7245723,231.8356545,234.4186278,5410300
